Timestamp;PV usage [0:1];buy_el[ecent/kWh];sell_el[ecent/kWh];Lastgang_[W];Leistungspreis [€/kW];Gebäude
01.01.2013 11:15;0.069207003;28;10;98;;
01.01.2013 11:30;0.081565396;28;10;98;;
01.01.2013 11:45;0.065293512;28;10;96;;
01.01.2013 12:00;0.04407827;28;10;98;;
01.01.2013 12:15;0.057878476;28;10;100;;
01.01.2013 12:30;0.041194645;28;10;94;;
01.01.2013 12:45;0.034809475;28;10;94;;
01.01.2013 13:00;0.047167868;28;10;94;;
01.01.2013 13:15;0.056024717;28;10;94;;
01.01.2013 13:30;0.022039135;28;10;96;;
01.01.2013 13:45;0.014006179;28;10;96;;
01.01.2013 14:00;0.016271885;28;10;94;;
01.01.2013 14:15;0.012358393;28;10;96;;
01.01.2013 14:30;0.003913491;28;10;94;;
01.01.2013 14:45;0.008238929;28;10;100;;
01.01.2013 15:00;0;28;10;100;;
01.01.2013 15:15;0;28;10;102;;
01.01.2013 15:30;0;28;10;100;;
01.01.2013 15:45;0;28;10;96;;
01.01.2013 16:00;0;28;10;100;;
01.01.2013 16:15;0;28;10;100;;
01.01.2013 16:30;0;28;10;96;;
01.01.2013 16:45;0;28;10;94;;
01.01.2013 17:00;0;28;10;82;;
01.01.2013 17:15;0;28;10;80;;
01.01.2013 17:30;0;28;10;76;;
01.01.2013 17:45;0;28;10;74;;
01.01.2013 18:00;0;28;10;70;;
01.01.2013 18:15;0;28;10;72;;
01.01.2013 18:30;0;28;10;68;;
01.01.2013 18:45;0;28;10;72;;
01.01.2013 19:00;0;28;10;68;;
01.01.2013 19:15;0;28;10;66;;
01.01.2013 19:30;0;28;10;70;;
01.01.2013 19:45;0;28;10;66;;
01.01.2013 20:00;0;28;10;62;;
01.01.2013 20:15;0;28;10;66;;
01.01.2013 20:30;0;28;10;64;;
01.01.2013 20:45;0;28;10;64;;
01.01.2013 21:00;0;28;10;66;;
01.01.2013 21:15;0;28;10;64;;
01.01.2013 21:30;0;28;10;66;;
01.01.2013 21:45;0;28;10;66;;
01.01.2013 22:00;0;28;10;62;;
01.01.2013 22:15;0;28;10;60;;
01.01.2013 22:30;0;28;10;64;;
01.01.2013 22:45;0;28;10;62;;
01.01.2013 23:00;0;28;10;64;;
01.01.2013 23:15;0;28;10;64;;
01.01.2013 23:30;0;28;10;64;;
01.01.2013 23:45;0;28;10;64;;
02.01.2013 00:00;0;28;10;64;;
02.01.2013 00:15;0;28;10;70;;
02.01.2013 00:30;0;28;10;68;;
02.01.2013 00:45;0;28;10;68;;
02.01.2013 01:00;0;28;10;64;;
02.01.2013 01:15;0;28;10;62;;
02.01.2013 01:30;0;28;10;68;;
02.01.2013 01:45;0;28;10;64;;
02.01.2013 02:00;0;28;10;64;;
02.01.2013 02:15;0;28;10;66;;
02.01.2013 02:30;0;28;10;66;;
02.01.2013 02:45;0;28;10;64;;
02.01.2013 03:00;0;28;10;68;;
02.01.2013 03:15;0;28;10;66;;
02.01.2013 03:30;0;28;10;68;;
02.01.2013 03:45;0;28;10;64;;
02.01.2013 04:00;0;28;10;66;;
02.01.2013 04:15;0;28;10;64;;
02.01.2013 04:30;0;28;10;66;;
02.01.2013 04:45;0;28;10;64;;
02.01.2013 05:00;0;28;10;66;;
02.01.2013 05:15;0;28;10;66;;
02.01.2013 05:30;0;28;10;66;;
02.01.2013 05:45;0;28;10;64;;
02.01.2013 06:00;0;28;10;68;;
02.01.2013 06:15;0;28;10;70;;
02.01.2013 06:30;0;28;10;72;;
02.01.2013 06:45;0;28;10;72;;
02.01.2013 07:00;0;28;10;72;;
02.01.2013 07:15;0;28;10;80;;
02.01.2013 07:30;0;28;10;84;;
02.01.2013 07:45;0.011946447;28;10;84;;
02.01.2013 08:00;0.014624099;28;10;98;;
02.01.2013 08:15;0.021215242;28;10;114;;
02.01.2013 08:30;0.057466529;28;10;112;;
02.01.2013 08:45;0.071472709;28;10;96;;
02.01.2013 09:00;0.117404737;28;10;98;;
02.01.2013 09:15;0.147682801;28;10;106;;
02.01.2013 09:30;0.138414006;28;10;110;;
02.01.2013 09:45;0.097631308;28;10;118;;
02.01.2013 10:00;0.105046344;28;10;102;;
02.01.2013 10:15;0.133058702;28;10;102;;
02.01.2013 10:30;0.132440783;28;10;108;;
02.01.2013 10:45;0.138619979;28;10;96;;
02.01.2013 11:00;0.121936148;28;10;102;;
02.01.2013 11:15;0.131410917;28;10;106;;
02.01.2013 11:30;0.093511843;28;10;104;;
02.01.2013 11:45;0.083213182;28;10;104;;
02.01.2013 12:00;0.099485067;28;10;112;;
02.01.2013 12:15;0.123995881;28;10;142;;
02.01.2013 12:30;0.105046344;28;10;138;;
02.01.2013 12:45;0.029042225;28;10;136;;
02.01.2013 13:00;0.079917611;28;10;136;;
02.01.2013 13:15;0.108341916;28;10;134;;
02.01.2013 13:30;0.37445932;28;10;104;;
02.01.2013 13:45;0.329969104;28;10;106;;
02.01.2013 14:00;0.087950566;28;10;108;;
02.01.2013 14:15;0.065705458;28;10;110;;
02.01.2013 14:30;0.040988671;28;10;106;;
02.01.2013 14:45;0.036457261;28;10;112;;
02.01.2013 15:00;0.014006179;28;10;112;;
02.01.2013 15:15;0.012358393;28;10;112;;
02.01.2013 15:30;0;28;10;108;;
02.01.2013 15:45;0;28;10;106;;
02.01.2013 16:00;0;28;10;114;;
02.01.2013 16:15;0;28;10;116;;
02.01.2013 16:30;0;28;10;98;;
02.01.2013 16:45;0;28;10;98;;
02.01.2013 17:00;0;28;10;88;;
02.01.2013 17:15;0;28;10;86;;
02.01.2013 17:30;0;28;10;82;;
02.01.2013 17:45;0;28;10;76;;
02.01.2013 18:00;0;28;10;72;;
02.01.2013 18:15;0;28;10;70;;
02.01.2013 18:30;0;28;10;72;;
02.01.2013 18:45;0;28;10;74;;
02.01.2013 19:00;0;28;10;74;;
02.01.2013 19:15;0;28;10;70;;
02.01.2013 19:30;0;28;10;70;;
02.01.2013 19:45;0;28;10;66;;
02.01.2013 20:00;0;28;10;64;;
02.01.2013 20:15;0;28;10;66;;
02.01.2013 20:30;0;28;10;62;;
02.01.2013 20:45;0;28;10;66;;
02.01.2013 21:00;0;28;10;64;;
02.01.2013 21:15;0;28;10;60;;
02.01.2013 21:30;0;28;10;64;;
02.01.2013 21:45;0;28;10;62;;
02.01.2013 22:00;0;28;10;56;;
02.01.2013 22:15;0;28;10;60;;
02.01.2013 22:30;0;28;10;62;;
02.01.2013 22:45;0;28;10;58;;
02.01.2013 23:00;0;28;10;64;;
02.01.2013 23:15;0;28;10;62;;
02.01.2013 23:30;0;28;10;62;;
02.01.2013 23:45;0;28;10;64;;
03.01.2013 00:00;0;28;10;64;;
03.01.2013 00:15;0;28;10;66;;
03.01.2013 00:30;0;28;10;64;;
03.01.2013 00:45;0;28;10;64;;
03.01.2013 01:00;0;28;10;62;;
03.01.2013 01:15;0;28;10;62;;
03.01.2013 01:30;0;28;10;62;;
03.01.2013 01:45;0;28;10;64;;
03.01.2013 02:00;0;28;10;64;;
03.01.2013 02:15;0;28;10;62;;
03.01.2013 02:30;0;28;10;64;;
03.01.2013 02:45;0;28;10;64;;
03.01.2013 03:00;0;28;10;64;;
03.01.2013 03:15;0;28;10;64;;
03.01.2013 03:30;0;28;10;62;;
03.01.2013 03:45;0;28;10;62;;
03.01.2013 04:00;0;28;10;64;;
03.01.2013 04:15;0;28;10;64;;
03.01.2013 04:30;0;28;10;62;;
03.01.2013 04:45;0;28;10;64;;
03.01.2013 05:00;0;28;10;68;;
03.01.2013 05:15;0;28;10;68;;
03.01.2013 05:30;0;28;10;66;;
03.01.2013 05:45;0;28;10;62;;
03.01.2013 06:00;0;28;10;64;;
03.01.2013 06:15;0;28;10;68;;
03.01.2013 06:30;0;28;10;66;;
03.01.2013 06:45;0;28;10;68;;
03.01.2013 07:00;0;28;10;74;;
03.01.2013 07:15;0;28;10;76;;
03.01.2013 07:30;0.011740474;28;10;80;;
03.01.2013 07:45;0.011946447;28;10;80;;
03.01.2013 08:00;0.022657055;28;10;92;;
03.01.2013 08:15;0.033573635;28;10;116;;
03.01.2013 08:30;0.057260556;28;10;132;;
03.01.2013 08:45;0.077033986;28;10;108;;
03.01.2013 09:00;0.155303811;28;10;100;;
03.01.2013 09:15;0.126055613;28;10;138;;
03.01.2013 09:30;0.109989701;28;10;128;;
03.01.2013 09:45;0.098867147;28;10;144;;
03.01.2013 10:00;0.117816684;28;10;106;;
03.01.2013 10:15;0.133676622;28;10;122;;
03.01.2013 10:30;0.123171988;28;10;120;;
03.01.2013 10:45;0.109989701;28;10;106;;
03.01.2013 11:00;0.128939238;28;10;108;;
03.01.2013 11:15;0.119052523;28;10;112;;
03.01.2013 11:30;0.079505664;28;10;104;;
03.01.2013 11:45;0.100514933;28;10;100;;
03.01.2013 12:00;0.083625129;28;10;106;;
03.01.2013 12:15;0.034603502;28;10;102;;
03.01.2013 12:30;0.032749743;28;10;104;;
03.01.2013 12:45;0.027600412;28;10;106;;
03.01.2013 13:00;0.024098867;28;10;104;;
03.01.2013 13:15;0.027394439;28;10;102;;
03.01.2013 13:30;0.015859938;28;10;104;;
03.01.2013 13:45;0.010092688;28;10;106;;
03.01.2013 14:00;0.003295572;28;10;102;;
03.01.2013 14:15;0.005149331;28;10;104;;
03.01.2013 14:30;0.003295572;28;10;106;;
03.01.2013 14:45;0;28;10;102;;
03.01.2013 15:00;0.002265705;28;10;100;;
03.01.2013 15:15;0;28;10;96;;
03.01.2013 15:30;0;28;10;100;;
03.01.2013 15:45;0;28;10;98;;
03.01.2013 16:00;0;28;10;98;;
03.01.2013 16:15;0;28;10;112;;
03.01.2013 16:30;0;28;10;94;;
03.01.2013 16:45;0;28;10;92;;
03.01.2013 17:00;0;28;10;82;;
03.01.2013 17:15;0;28;10;80;;
03.01.2013 17:30;0;28;10;80;;
03.01.2013 17:45;0;28;10;76;;
03.01.2013 18:00;0;28;10;74;;
03.01.2013 18:15;0;28;10;74;;
03.01.2013 18:30;0;28;10;70;;
03.01.2013 18:45;0;28;10;74;;
03.01.2013 19:00;0;28;10;68;;
03.01.2013 19:15;0;28;10;66;;
03.01.2013 19:30;0;28;10;64;;
03.01.2013 19:45;0;28;10;66;;
03.01.2013 20:00;0;28;10;64;;
03.01.2013 20:15;0;28;10;62;;
03.01.2013 20:30;0;28;10;64;;
03.01.2013 20:45;0;28;10;62;;
03.01.2013 21:00;0;28;10;64;;
03.01.2013 21:15;0;28;10;64;;
03.01.2013 21:30;0;28;10;60;;
03.01.2013 21:45;0;28;10;60;;
03.01.2013 22:00;0;28;10;60;;
03.01.2013 22:15;0;28;10;60;;
03.01.2013 22:30;0;28;10;62;;
03.01.2013 22:45;0;28;10;62;;
03.01.2013 23:00;0;28;10;58;;
03.01.2013 23:15;0;28;10;64;;
03.01.2013 23:30;0;28;10;64;;
03.01.2013 23:45;0;28;10;60;;
04.01.2013 00:00;0;28;10;64;;
04.01.2013 00:15;0;28;10;62;;
04.01.2013 00:30;0;28;10;68;;
04.01.2013 00:45;0;28;10;62;;
04.01.2013 01:00;0;28;10;66;;
04.01.2013 01:15;0;28;10;62;;
04.01.2013 01:30;0;28;10;64;;
04.01.2013 01:45;0;28;10;62;;
04.01.2013 02:00;0;28;10;60;;
04.01.2013 02:15;0;28;10;64;;
04.01.2013 02:30;0;28;10;64;;
04.01.2013 02:45;0;28;10;62;;
04.01.2013 03:00;0;28;10;64;;
04.01.2013 03:15;0;28;10;64;;
04.01.2013 03:30;0;28;10;62;;
04.01.2013 03:45;0;28;10;56;;
04.01.2013 04:00;0;28;10;54;;
04.01.2013 04:15;0;28;10;56;;
04.01.2013 04:30;0;28;10;74;;
04.01.2013 04:45;0;28;10;74;;
04.01.2013 05:00;0;28;10;78;;
04.01.2013 05:15;0;28;10;74;;
04.01.2013 05:30;0;28;10;68;;
04.01.2013 05:45;0;28;10;60;;
04.01.2013 06:00;0;28;10;62;;
04.01.2013 06:15;0;28;10;64;;
04.01.2013 06:30;0;28;10;66;;
04.01.2013 06:45;0;28;10;68;;
04.01.2013 07:00;0;28;10;72;;
04.01.2013 07:15;0;28;10;72;;
04.01.2013 07:30;0;28;10;86;;
04.01.2013 07:45;0;28;10;84;;
04.01.2013 08:00;0;28;10;94;;
04.01.2013 08:15;0.001235839;28;10;118;;
04.01.2013 08:30;0.005355304;28;10;114;;
04.01.2013 08:45;0.005149331;28;10;118;;
04.01.2013 09:00;0.023274974;28;10;96;;
04.01.2013 09:15;0.030072091;28;10;92;;
04.01.2013 09:30;0.038105046;28;10;108;;
04.01.2013 09:45;0.02554068;28;10;136;;
04.01.2013 10:00;0.024510814;28;10;134;;
04.01.2013 10:15;0.05046344;28;10;138;;
04.01.2013 10:30;0.059526262;28;10;128;;
04.01.2013 10:45;0.058702369;28;10;118;;
04.01.2013 11:00;0.036045314;28;10;98;;
04.01.2013 11:15;0.035427394;28;10;100;;
04.01.2013 11:30;0.039340886;28;10;110;;
04.01.2013 11:45;0.014624099;28;10;124;;
04.01.2013 12:00;0.02492276;28;10;110;;
04.01.2013 12:15;0.02430484;28;10;120;;
04.01.2013 12:30;0.032749743;28;10;114;;
04.01.2013 12:45;0.066529351;28;10;114;;
04.01.2013 13:00;0.062203913;28;10;110;;
04.01.2013 13:15;0.049021627;28;10;100;;
04.01.2013 13:30;0.029660144;28;10;102;;
04.01.2013 13:45;0.016889804;28;10;108;;
04.01.2013 14:00;0.018125644;28;10;104;;
04.01.2013 14:15;0.016065911;28;10;102;;
04.01.2013 14:30;0.006591143;28;10;102;;
04.01.2013 14:45;0.005973223;28;10;106;;
04.01.2013 15:00;0;28;10;104;;
04.01.2013 15:15;0;28;10;104;;
04.01.2013 15:30;0;28;10;104;;
04.01.2013 15:45;0;28;10;108;;
04.01.2013 16:00;0;28;10;106;;
04.01.2013 16:15;0;28;10;110;;
04.01.2013 16:30;0;28;10;104;;
04.01.2013 16:45;0;28;10;96;;
04.01.2013 17:00;0;28;10;84;;
04.01.2013 17:15;0;28;10;82;;
04.01.2013 17:30;0;28;10;76;;
04.01.2013 17:45;0;28;10;74;;
04.01.2013 18:00;0;28;10;64;;
04.01.2013 18:15;0;28;10;64;;
04.01.2013 18:30;0;28;10;66;;
04.01.2013 18:45;0;28;10;70;;
04.01.2013 19:00;0;28;10;70;;
04.01.2013 19:15;0;28;10;66;;
04.01.2013 19:30;0;28;10;62;;
04.01.2013 19:45;0;28;10;66;;
04.01.2013 20:00;0;28;10;64;;
04.01.2013 20:15;0;28;10;62;;
04.01.2013 20:30;0;28;10;62;;
04.01.2013 20:45;0;28;10;60;;
04.01.2013 21:00;0;28;10;64;;
04.01.2013 21:15;0;28;10;62;;
04.01.2013 21:30;0;28;10;60;;
04.01.2013 21:45;0;28;10;58;;
04.01.2013 22:00;0;28;10;58;;
04.01.2013 22:15;0;28;10;60;;
04.01.2013 22:30;0;28;10;62;;
04.01.2013 22:45;0;28;10;60;;
04.01.2013 23:00;0;28;10;60;;
04.01.2013 23:15;0;28;10;60;;
04.01.2013 23:30;0;28;10;62;;
04.01.2013 23:45;0;28;10;62;;
05.01.2013 00:00;0;28;10;62;;
05.01.2013 00:15;0;28;10;66;;
05.01.2013 00:30;0;28;10;68;;
05.01.2013 00:45;0;28;10;66;;
05.01.2013 01:00;0;28;10;68;;
05.01.2013 01:15;0;28;10;66;;
05.01.2013 01:30;0;28;10;64;;
05.01.2013 01:45;0;28;10;66;;
05.01.2013 02:00;0;28;10;62;;
05.01.2013 02:15;0;28;10;60;;
05.01.2013 02:30;0;28;10;62;;
05.01.2013 02:45;0;28;10;62;;
05.01.2013 03:00;0;28;10;62;;
05.01.2013 03:15;0;28;10;60;;
05.01.2013 03:30;0;28;10;64;;
05.01.2013 03:45;0;28;10;60;;
05.01.2013 04:00;0;28;10;62;;
05.01.2013 04:15;0;28;10;60;;
05.01.2013 04:30;0;28;10;60;;
05.01.2013 04:45;0;28;10;62;;
05.01.2013 05:00;0;28;10;58;;
05.01.2013 05:15;0;28;10;62;;
05.01.2013 05:30;0;28;10;62;;
05.01.2013 05:45;0;28;10;64;;
05.01.2013 06:00;0;28;10;62;;
05.01.2013 06:15;0;28;10;64;;
05.01.2013 06:30;0;28;10;66;;
05.01.2013 06:45;0;28;10;66;;
05.01.2013 07:00;0;28;10;72;;
05.01.2013 07:15;0;28;10;68;;
05.01.2013 07:30;0;28;10;74;;
05.01.2013 07:45;0;28;10;76;;
05.01.2013 08:00;0.002677652;28;10;84;;
05.01.2013 08:15;0.004119464;28;10;106;;
05.01.2013 08:30;0.01215242;28;10;130;;
05.01.2013 08:45;0.01277034;28;10;102;;
05.01.2013 09:00;0.018743563;28;10;102;;
05.01.2013 09:15;0.020803296;28;10;104;;
05.01.2013 09:30;0.020185376;28;10;104;;
05.01.2013 09:45;0.035427394;28;10;118;;
05.01.2013 10:00;0.048197734;28;10;130;;
05.01.2013 10:15;0.028836251;28;10;126;;
05.01.2013 10:30;0.027394439;28;10;104;;
05.01.2013 10:45;0.032337796;28;10;94;;
05.01.2013 11:00;0.047785788;28;10;100;;
05.01.2013 11:15;0.06323378;28;10;92;;
05.01.2013 11:30;0.076416066;28;10;108;;
05.01.2013 11:45;0.076828012;28;10;116;;
05.01.2013 12:00;0.049639547;28;10;110;;
05.01.2013 12:15;0.064057673;28;10;104;;
05.01.2013 12:30;0.044490216;28;10;100;;
05.01.2013 12:45;0.065911432;28;10;112;;
05.01.2013 13:00;0.057878476;28;10;106;;
05.01.2013 13:15;0.10545829;28;10;100;;
05.01.2013 13:30;0.105252317;28;10;96;;
05.01.2013 13:45;0.119670443;28;10;90;;
05.01.2013 14:00;0.095571576;28;10;96;;
05.01.2013 14:15;0.044902163;28;10;90;;
05.01.2013 14:30;0.011740474;28;10;104;;
05.01.2013 14:45;0.009680742;28;10;108;;
05.01.2013 15:00;0.01277034;28;10;116;;
05.01.2013 15:15;0.011534501;28;10;108;;
05.01.2013 15:30;0.002883625;28;10;102;;
05.01.2013 15:45;0;28;10;104;;
05.01.2013 16:00;0;28;10;100;;
05.01.2013 16:15;0;28;10;104;;
05.01.2013 16:30;0;28;10;98;;
05.01.2013 16:45;0;28;10;94;;
05.01.2013 17:00;0;28;10;84;;
05.01.2013 17:15;0;28;10;78;;
05.01.2013 17:30;0;28;10;76;;
05.01.2013 17:45;0;28;10;74;;
05.01.2013 18:00;0;28;10;68;;
05.01.2013 18:15;0;28;10;62;;
05.01.2013 18:30;0;28;10;68;;
05.01.2013 18:45;0;28;10;72;;
05.01.2013 19:00;0;28;10;76;;
05.01.2013 19:15;0;28;10;70;;
05.01.2013 19:30;0;28;10;70;;
05.01.2013 19:45;0;28;10;68;;
05.01.2013 20:00;0;28;10;68;;
05.01.2013 20:15;0;28;10;66;;
05.01.2013 20:30;0;28;10;64;;
05.01.2013 20:45;0;28;10;66;;
05.01.2013 21:00;0;28;10;66;;
05.01.2013 21:15;0;28;10;66;;
05.01.2013 21:30;0;28;10;64;;
05.01.2013 21:45;0;28;10;62;;
05.01.2013 22:00;0;28;10;60;;
05.01.2013 22:15;0;28;10;58;;
05.01.2013 22:30;0;28;10;60;;
05.01.2013 22:45;0;28;10;64;;
05.01.2013 23:00;0;28;10;64;;
05.01.2013 23:15;0;28;10;66;;
05.01.2013 23:30;0;28;10;66;;
05.01.2013 23:45;0;28;10;62;;
06.01.2013 00:00;0;28;10;64;;
06.01.2013 00:15;0;28;10;60;;
06.01.2013 00:30;0;28;10;62;;
06.01.2013 00:45;0;28;10;64;;
06.01.2013 01:00;0;28;10;66;;
06.01.2013 01:15;0;28;10;62;;
06.01.2013 01:30;0;28;10;64;;
06.01.2013 01:45;0;28;10;62;;
06.01.2013 02:00;0;28;10;60;;
06.01.2013 02:15;0;28;10;62;;
06.01.2013 02:30;0;28;10;60;;
06.01.2013 02:45;0;28;10;62;;
06.01.2013 03:00;0;28;10;66;;
06.01.2013 03:15;0;28;10;64;;
06.01.2013 03:30;0;28;10;64;;
06.01.2013 03:45;0;28;10;64;;
06.01.2013 04:00;0;28;10;68;;
06.01.2013 04:15;0;28;10;66;;
06.01.2013 04:30;0;28;10;68;;
06.01.2013 04:45;0;28;10;62;;
06.01.2013 05:00;0;28;10;62;;
06.01.2013 05:15;0;28;10;60;;
06.01.2013 05:30;0;28;10;62;;
06.01.2013 05:45;0;28;10;62;;
06.01.2013 06:00;0;28;10;62;;
06.01.2013 06:15;0;28;10;62;;
06.01.2013 06:30;0;28;10;70;;
06.01.2013 06:45;0;28;10;68;;
06.01.2013 07:00;0;28;10;76;;
06.01.2013 07:15;0;28;10;74;;
06.01.2013 07:30;0;28;10;72;;
06.01.2013 07:45;0;28;10;78;;
06.01.2013 08:00;0.00638517;28;10;124;;
06.01.2013 08:15;0.018331617;28;10;124;;
06.01.2013 08:30;0.009680742;28;10;106;;
06.01.2013 08:45;0.006591143;28;10;102;;
06.01.2013 09:00;0.016477858;28;10;110;;
06.01.2013 09:15;0.018331617;28;10;110;;
06.01.2013 09:30;0.018743563;28;10;108;;
06.01.2013 09:45;0.023686921;28;10;138;;
06.01.2013 10:00;0.017507724;28;10;138;;
06.01.2013 10:15;0.014212152;28;10;130;;
06.01.2013 10:30;0.029248198;28;10;124;;
06.01.2013 10:45;0.020185376;28;10;120;;
06.01.2013 11:00;0.010092688;28;10;102;;
06.01.2013 11:15;0.024716787;28;10;102;;
06.01.2013 11:30;0.023069001;28;10;98;;
06.01.2013 11:45;0.039752832;28;10;100;;
06.01.2013 12:00;0.039546859;28;10;98;;
06.01.2013 12:15;0.043666323;28;10;102;;
06.01.2013 12:30;0.057672503;28;10;98;;
06.01.2013 12:45;0.030278064;28;10;98;;
06.01.2013 13:00;0.046343975;28;10;102;;
06.01.2013 13:15;0.107929969;28;10;100;;
06.01.2013 13:30;0.039340886;28;10;96;;
06.01.2013 13:45;0.323171988;28;10;102;;
06.01.2013 14:00;0.109165808;28;10;98;;
06.01.2013 14:15;0.122348095;28;10;100;;
06.01.2013 14:30;0.011328527;28;10;106;;
06.01.2013 14:45;0;28;10;102;;
06.01.2013 15:00;0;28;10;96;;
06.01.2013 15:15;0;28;10;88;;
06.01.2013 15:30;0;28;10;110;;
06.01.2013 15:45;0;28;10;106;;
06.01.2013 16:00;0;28;10;110;;
06.01.2013 16:15;0;28;10;110;;
06.01.2013 16:30;0;28;10;92;;
06.01.2013 16:45;0;28;10;92;;
06.01.2013 17:00;0;28;10;78;;
06.01.2013 17:15;0;28;10;80;;
06.01.2013 17:30;0;28;10;72;;
06.01.2013 17:45;0;28;10;72;;
06.01.2013 18:00;0;28;10;66;;
06.01.2013 18:15;0;28;10;66;;
06.01.2013 18:30;0;28;10;66;;
06.01.2013 18:45;0;28;10;66;;
06.01.2013 19:00;0;28;10;68;;
06.01.2013 19:15;0;28;10;66;;
06.01.2013 19:30;0;28;10;64;;
06.01.2013 19:45;0;28;10;66;;
06.01.2013 20:00;0;28;10;68;;
06.01.2013 20:15;0;28;10;64;;
06.01.2013 20:30;0;28;10;62;;
06.01.2013 20:45;0;28;10;62;;
06.01.2013 21:00;0;28;10;64;;
06.01.2013 21:15;0;28;10;62;;
06.01.2013 21:30;0;28;10;60;;
06.01.2013 21:45;0;28;10;62;;
06.01.2013 22:00;0;28;10;60;;
06.01.2013 22:15;0;28;10;60;;
06.01.2013 22:30;0;28;10;64;;
06.01.2013 22:45;0;28;10;62;;
06.01.2013 23:00;0;28;10;60;;
06.01.2013 23:15;0;28;10;64;;
06.01.2013 23:30;0;28;10;62;;
06.01.2013 23:45;0;28;10;64;;
07.01.2013 00:00;0;28;10;60;;
07.01.2013 00:15;0;28;10;64;;
07.01.2013 00:30;0;28;10;62;;
07.01.2013 00:45;0;28;10;70;;
07.01.2013 01:00;0;28;10;70;;
07.01.2013 01:15;0;28;10;68;;
07.01.2013 01:30;0;28;10;66;;
07.01.2013 01:45;0;28;10;66;;
07.01.2013 02:00;0;28;10;68;;
07.01.2013 02:15;0;28;10;64;;
07.01.2013 02:30;0;28;10;62;;
07.01.2013 02:45;0;28;10;64;;
07.01.2013 03:00;0;28;10;64;;
07.01.2013 03:15;0;28;10;60;;
07.01.2013 03:30;0;28;10;64;;
07.01.2013 03:45;0;28;10;52;;
07.01.2013 04:00;0;28;10;52;;
07.01.2013 04:15;0;28;10;54;;
07.01.2013 04:30;0;28;10;72;;
07.01.2013 04:45;0;28;10;72;;
07.01.2013 05:00;0;28;10;76;;
07.01.2013 05:15;0;28;10;74;;
07.01.2013 05:30;0;28;10;64;;
07.01.2013 05:45;0;28;10;62;;
07.01.2013 06:00;0;28;10;60;;
07.01.2013 06:15;0;28;10;64;;
07.01.2013 06:30;0;28;10;64;;
07.01.2013 06:45;0;28;10;70;;
07.01.2013 07:00;0;28;10;76;;
07.01.2013 07:15;0;28;10;78;;
07.01.2013 07:30;0;28;10;82;;
07.01.2013 07:45;0.011328527;28;10;82;;
07.01.2013 08:00;0.016065911;28;10;96;;
07.01.2013 08:15;0.01791967;28;10;114;;
07.01.2013 08:30;0.026158599;28;10;122;;
07.01.2013 08:45;0.039340886;28;10;98;;
07.01.2013 09:00;0.064057673;28;10;106;;
07.01.2013 09:15;0.065087539;28;10;100;;
07.01.2013 09:30;0.076622039;28;10;102;;
07.01.2013 09:45;0.09969104;28;10;126;;
07.01.2013 10:00;0.119258496;28;10;132;;
07.01.2013 10:15;0.089186406;28;10;126;;
07.01.2013 10:30;0.105046344;28;10;106;;
07.01.2013 10:45;0.116786818;28;10;102;;
07.01.2013 11:00;0.140061792;28;10;102;;
07.01.2013 11:15;0.228012358;28;10;100;;
07.01.2013 11:30;0.195056643;28;10;104;;
07.01.2013 11:45;0.155715757;28;10;104;;
